Name,RA (HHMMSS),Dec (DDMMSS),Luminosity with FIRST index (W/Hz),Luminosity error with FIRST index (W/Hz),Luminosity distance,LDR2-to-FIRST index,LDR2-to-FIRST index error,LDR2-to-NVSS index,LDR2-to-NVSS index error,Extent (asec),kpc per asec,Extent (kpc),Extent error (kpc),Compact,Point count,Point major,Point minor,Point angle,Raw core calculation,Core flux (mJy),Core flux error (mJy),Core dominance,Core dominance error,Log10(core dominance),Log10(core dominance) error,recno,BZCAT name,BZCAT RA,BZCAT Dec,RAJ2000,DEJ2000,class,Rmag,S1.4,S5,S143,Fxray,Fhard,Fgamma,redshift,z,zflag,radio1,radio2,microwave,optical,xrays,hardxrays,gammarays,notes,cluster,NHgal,E(B-V),avgE(B-V),stdevE(B-V),Av,3FGL,1FGLname,2FGLname,1FHLname,3FGLname,counterpart,ra_fermi,dec_fermi,GLON_fermi,GLAT_fermi,class3LAC,class2FGL,ThetaMAX95,ThetaMIN95,PosAng95,TS,Flux100,Unc_Flux100,PhotonIndex,errPhotonIndex,LDR2 name,LDR2 RA,E_RA,LDR2 Dec,E_DEC,Peak_flux,E_Peak_flux,Total_flux,E_Total_flux,Maj,E_Maj,Min,E_Min,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,PA,E_PA,DC_PA,E_DC_PA,Isl_rms,S_Code,Mosaic_ID,Number_Pointings,Masked_Fraction,BZCAT-LDR2 separation (asec),FIRST RA,FIRST Dec,SIDEPROB,FPEAK,FINT,RMS,MAJOR,MINOR,POSANG,FITTED_MAJOR,FITTED_MINOR,FITTED_POSANG,FLDNAME,NSDSS,SDSS_SEP,SDSS_MAG,SDSS_CLASS,NTMASS,TMASS_SEP,TMASS_MAG,YEAR,MJD,MJDRMS,MJDSTART,MJDSTOP,BZCAT-FIRST separation (asec),4LAC name,4LAC RA,4LAC Dec,GLON,GLAT,Signif_Avg,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Index,Unc_PL_Index,Pivot_Energy,LP_Index,Unc_LP_Index,LP_beta,Unc_LP_beta,Flags,CLASS,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Counterpart_Catalog,RA_Counterpart,DEC_Counterpart,Unc_Counterpart,VLBI_Counterpart,Gaia_Counterpart,Redshift,SED_class,nu_syn,nuFnu_syn,Variability_Index,Frac_Variability,Unc_Frac_Variability,BZCAT-4LAC separation (asec),TeVCat name,TeVCat RA,TeVCat Dec,type,date,dist,cat,NVSS RA,NVSS Dec,_RAJ2000,_DEJ2000,_r,recno,Field,Xpos,Ypos,NVSS name,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,S1.4,e_S1.4,l_MajAxis,MajAxis,l_MinAxis,MinAxis,PA,e_MajAxis,e_MinAxis,e_PA,f_resFlux,resFlux,polFlux,polPA,e_polFlux,e_polPA,Image,Separation
J1131+5808,11h 31m 18.64s,58d 08m 58.8s,3.58E+25,0.7e+25,5.98E+25,-0.47,0.10,-0.35,0.10,50.1,5.083354203,254.6,30.50,FALSE,27,6.597658,6.428888,108.307194,28.4681936,28.4681936,5.693638721,0.4370924727,0.008511721278,-0.3594266726,0.008457234598,520,5BZB J1131+5808,172.8276667,58.14966667,11:31:19,+58:08:58.8,BL Lac,16.7,43,51,-,0.18,-,0.4,0.36,0.36,-,-,-,-,r,-,-,-,cl,TRUE,9.77E+19,0.0124,0.0123,7.00E-04,0.0386,TRUE,-,2FGLJ1130.9+5809,1FHL J1130.4+5814,3FGL J1131.1+5810,1RXS J113117.8+580911,172.7798,58.168,141.7871,55.922318,bll,BL Lac,0.0634,0.0626,-19,124.90853,8.31E-09,2.15E-09,2.2838454,0.120604426,ILTJ113118.97+580853.3,172.829028,0.04928539996,58.14815302,0.04347267303,24.16585444,0.0717886287,93.59901918,0.8968414081,18.29165039,0.1187218347,15.80324285,0.09926895608,17.27952555,0.1187218347,14.61935781,0.09926895608,155.8677025,2.005353738,155.8677025,2.005353738,0.0717886287,M,P174+57,4,1,6.039840993,172.8278556,58.14958048,0.014053002,28.82,31.795815,0.14788377,2.07,1.34,149.7,5.78,5.56,149.7,11330+58155J,1,0.54446995,16.401196,s,1,0.5837786,13.898,2001.2762,2452011.345,83.42615983,2451989.784,2452447.54,0.4776636367,4FGL J1131.4+5809,172.8555,58.151,141.7437,55.958195,15.525442,3.47E-10,3.48E-11,3.95E-12,3.83E-13,PowerLaw,2.1837764,0.08378948,1678.9636,2.1936114,0.08579218,-0.011312555,0.03572659,0,bll,1RXS J113117.8+580911,0.998925,0.875704,nvss,172.8276203,58.14966433,2.11E-07,RFC J1131+5808,Gaia DR2: 857993732548377216,0.359646,ISP,1.41E+14,3.69E-12,14.033527,0.2886686,0.15350544,0.09656059149,-,-,-,-,-,-,-,-,58.14967,172.8280833,58.1491667,0.000549,851582,C1130P60,470.44,68.98,113118+580857,11 31 18.74,+58 08 57.0,0.07,0.7,42.6,1.3,<,21.6,<,18.9,-,-,-,-,-,-,0.75,17.3,0.43,10.8,Image,0.000548524264
J1202+4444,12h 02m 08.66s,44d 44m 22.5s,1.16E+26,0.24e+26,4.78E+25,-0.90,0.12,-0.61,0.11,136.5,4.462164082,609.1,26.77,FALSE,9,6.980358,6.678167,113.672864,80.34403094,80.34403094,16.06880619,0.2388525932,0.004766920816,-0.6218700392,0.008667468826,551,5BZB J1202+4444,180.5360833,44.73958333,12:02:09,+44:44:22.5,BL Lac,17.7,106,69,-,0.26,-,-,0.297,0.297,-,-,C,-,gr,-,-,-,-,FALSE,1.15E+20,0.0108,0.0106,6.00E-04,0.0335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ILTJ120208.67+444418.9,180.5361273,0.01479362086,44.73860863,0.04650710822,62.05639586,0.1456484606,416.7189886,4.74697162,62.48177659,0.1095297145,21.23344168,0.03479276362,62.1929075,0.1095297145,20.36800353,0.03479276362,90.17539651,0.1501207267,90.17539651,0.1501207267,0.1456484606,M,P17,4,1,3.49900352,180.5360965,44.73958321,0.014053002,46.88,53.80694,0.13734461,2.31,1.81,10.8,5.87,5.7,10.8,12030+45013F,2,0.057690952,17.338087,g,1,0.22680232,14.452,1997.1628,2450508.948,0.7060687711,2450507.859,2450510.853,0.04384713114,4FGL J1202.4+4442,180.61,44.7147,148.9031,69.86154,5.5327125,1.16E-10,2.66E-11,1.62E-12,3.48E-13,PowerLaw,2.4577868,0.18435335,1038.7943,2.5330935,0.16251679,-0.060307894,0.06741884,0,bll,B3 1159+450,0.9810938,0,crates,180.536094,44.73957664,2.43E-07,RFC J1202+4444,Gaia DR2: 1539461624875508096,0.297,ISP,1.38E+14,1.27E-12,9.444998,0.074836925,1.2166479,0.03778807521,-,-,-,-,-,-,-,-,44.73958,180.535125,44.7391111,0.000825,889706,C1200P44,420.78,690.67,120208+444420,12 02 08.43,+44 44 20.8,0.05,0.6,105,4,-,33.5,-,17.2,85.1,1.6,2.7,1.6,S*,23,1.59,66.2,0.65,6.2,Image,0.0008246385319
J1203+6031,12h 03m 03.51s,60d 31m 19.1s,2.05E+24,0.4e+24,9.03E+24,-0.09,0.10,-0.05,0.10,30.4,1.250907669,38.1,7.51,TRUE,23,6.771621,6.465217,101.934217,201.5006482,212.1591754,42.43183508,-,-,-,-,553,5BZB J1203+6031,180.764625,60.52197222,12:03:04,+60:31:19.1,BL Lac,15.3,191,182,-,0.75,-,0.8,0.065,0.065,-,-,C,-,gr,-,-,-,nel(64),FALSE,1.64E+20,0.0137,0.0138,6.00E-04,0.0426,TRUE,1FGLJ1202.9+6032,2FGLJ1203.2+6030,1FHL J1203.2+6028,3FGL J1203.1+6029,SBS 1200+608,180.7988,60.4975,133.43576,55.63615,bll,BL Lac,0.0537,0.0469,89.07,259.2648,1.26E-08,2.17E-09,2.2084932,0.07945343,ILTJ120303.52+603119.2,180.764681,0.003177319171,60.52200296,0.00366632426,165.7175874,0.1674251398,212.1591754,1.17249147,7.665879898,0.008718209513,6.991069984,0.00738317522,4.770918521,0.008718209513,3.587643408,0.00738317522,74.08151043,0.5084754925,74.08151043,0.5084754925,0.1674251398,M,P181+60,2,1,0.1604346787,180.7643615,60.52185544,0.014053002,165.36,171.32904,0.14017911,1.16,0.87,107.9,5.52,5.47,107.9,12060+60210J,1,0.6584056,14.823537,g,1,0.69932485,12.597,2002.5176,2452464.408,0.4829323676,2452461.475,2452464.49,0.6163196304,4FGL J1203.1+6031,180.7881,60.518,133.4325,55.614964,29.85786,9.05E-10,5.42E-11,7.75E-12,6.43E-13,LogParabola,2.0962625,0.043685976,1244.8097,1.9700712,0.065930925,0.095482856,0.034337234,0,bll,SBS 1200+608,0.99852604,0.9632388,nvss,180.7646131,60.52198974,1.04E-07,RFC J1203+6031,Gaia DR2: 1582257469286900224,0.065,LSP,4.09E+13,2.47E-12,12.673939,0.14326264,0.08679534,0.07211557535,-,-,-,-,-,-,-,-,60.52197,180.7647917,60.5220556,0.00012,890885,C1200P60,421.68,638.81,120303+603119,12 03 03.55,+60 31 19.4,0.06,0.6,190.3,5.7,<,17.6,<,16.8,-,-,-,-,-,-,10.85,67,0.41,0.7,Image,0.000120275551
J1203+5430,12h 03m 31.67s,54d 30m 08.9s,1.14E+26,0.23e+26,8.40E+25,-0.39,0.10,-0.37,0.10,26.1,6.038790947,157.6,36.23,FALSE,34,7.039244,6.538162,106.364196,119.5379669,119.5379669,23.90759338,2.683567306,0.2170816959,0.4287124923,0.03513136505,554,5BZB J1203+5430,180.8819583,54.50247222,12:03:32,+54:30:08.9,BL Lac,19.2,72,42,-,-,-,-,0.478,0.478,-,-,-,-,r,-,-,-,-,FALSE,1.02E+20,0.0148,0.0147,9.00E-04,0.046,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ILTJ120331.61+543008.8,180.8817169,0.01750382525,54.50245275,0.01623621605,93.51732432,0.4106924171,164.0823935,2.547939365,8.331010115,0.04146177008,7.913561837,0.03796926465,5.779768906,0.04146177008,5.158791297,0.03796926465,14.24915957,3.968169904,14.24915957,3.968169904,0.4106924171,M,P182+55,3,1,0.5119629815,180.8817861,54.50244729,0.014053002,56.03,67.85275,0.13797925,2.75,2.19,12.2,6.06,5.83,12.2,12030+54251G,1,0.3205153,18.762678,g,1,0.2209991,15.777,1997.3629,2450581.954,0.9182584311,2450581.639,2450584.634,0.3726532172,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.50247,180.8819167,54.5024167,0.000059,891461,C1200P56,389.1,154.4,120331+543008,12 03 31.66,+54 30 08.7,0.06,0.6,70.9,2.2,<,17.8,<,14.5,-,-,-,-,-,-,1.05,77.6,0.39,7.4,Image,0.0000589326494
J1248+5128,12h 48m 34.30s,51d 28m 07.9s,1.18E+26,0.24e+26,5.81E+25,-0.54,0.11,-0.45,0.10,64.9,4.999799175,324.5,30.00,FALSE,4,6.640524,6.45141,73.30043,113.5794299,113.5794299,22.71588599,0.5526874213,0.008071642591,-0.2575204195,0.006342590227,622,5BZB J1248+5128,192.1429167,51.46886111,12:48:34,+51:28:07.9,BL Lac,17.6,115,88,-,0.32,-,-,0.351,0.351,-,-,C,-,r,-,-,-,-,FALSE,1.10E+20,0.011,0.011,3.00E-04,0.034,TRUE,-,-,-,3FGL J1248.0+5130,RX J1248.4+5128,192.0208,51.5063,124.19619,65.61377,bll,-,0.1329,0.1166,68.22,37.057465,3.71E-09,1.54E-09,2.1634374,0.17029218,ILTJ124834.26+512807.7,192.142754,0.01371442688,51.46881875,0.008252470101,95.45761838,0.158056806,319.0833468,2.122205564,22.95475786,0.03472095667,11.53454116,0.01466517445,22.15672739,0.03472095667,9.850389597,0.01466517445,22.62630133,0.1378297341,22.62630133,0.1378297341,0.158056806,M,P33Hetdex08,3,1,0.4007835394,192.1430468,51.46890074,0.014053002,76.12,92.5941,0.14471404,2.8,2.2,41.9,6.08,5.83,41.9,12480+51396F,1,0.37182194,17.292337,s,1,0.38811898,14.462,1997.3235,2450567.584,1.001590844,2450566.696,2450568.718,0.3199612332,4FGL J1248.7+5127,192.1805,51.463,123.95831,65.659836,8.922158,1.68E-10,2.95E-11,1.90E-12,3.32E-13,PowerLaw,1.9501473,0.13117176,3357.313,1.9461845,0.14785127,0.0036713795,0.063232824,0,bll,RX J1248.4+5128,0.9969021,0.8969193,nvss,192.1429342,51.46885411,1.05E-07,RFC J1248+5128,Gaia DR2: 1568246697556604800,0.350853,ISP,2.11E+14,1.38E-12,10.766083,0.3894214,0.35289735,0.03823733317,-,-,-,-,-,-,-,-,51.46886,192.143,51.4688333,0.000057,946407,C1248P52,490.62,385.53,124834+512807,12 48 34.32,+51 28 07.8,0.05,0.6,114.1,4.1,-,15.7,<,18.3,36.1,2.9,-,6.4,-,-,3.99,-70.3,0.43,2,Image,0.00005653704737
J1258+6120,12h 58m 20.79s,61d 20m 45.5s,1.02E+24,0.2e+24,3.46E+25,0.04,0.10,0.06,0.10,13.4,3.625456316,48.6,21.75,TRUE,18,7.022146,6.633974,103.045626,8.731081713,8.369113541,1.673822708,-,-,-,-,638,5BZB J1258+6120,194.586625,61.34597222,12:58:21,+61:20:45.5,BL Lac,18.4,10,0,-,-,-,-,0.224,0.224,-,-,-,-,r,-,-,-,-,FALSE,1.36E+20,0.0166,0.0159,0.0012,0.0516,TRUE,-,-,-,3FGL J1258.0+6120,NVSS J125820+612049,194.5234,61.3398,121.51335,55.770157,bll,-,0.0916,0.0872,-47.9,36.113285,2.53E-09,1.35E-09,2.0963461,0.21046622,ILTJ125820.88+612045.2,194.5870097,0.06639324636,61.34588771,0.06323575912,6.748268232,0.1535635421,8.369113541,0.3079947989,6.903092357,0.1617970153,6.471279615,0.1429733023,3.413545521,0.1617970153,2.416058646,0.1429733023,121.0452822,12.45260532,121.0452822,12.45260532,0.1469007257,S,P197+60,2,1,0.719234459,194.5866972,61.34599973,0.014053002,9.57,9.087393,0.15374857,0,0,173.9,5.35,5.17,173.9,13000+61137M,1,0.18736929,18.010351,g,1,0.31327757,15.543,2002.5477,2452475.411,0.9978445629,2452471.499,2452478.463,0.1578919762,4FGL J1258.3+6121,194.5879,61.3622,121.46024,55.746292,8.980799,1.63E-10,2.73E-11,1.85E-12,3.13E-13,PowerLaw,1.944835,0.115896694,3090.3042,1.7563728,0.19389056,0.214409,0.123386756,0,bll,NVSS J125820+612049,0.9984351,0,bzcat,194.5866241,61.34597015,0.0045,-,-,0.224,ISP,2.66E+14,7.31E-13,9.081181,0.21333659,0.31041044,0.01012159413,-,-,-,-,-,-,-,-,61.34597,194.5865833,61.3470833,0.001114,958344,C1300P60,559.58,836.41,125820+612049,12 58 20.78,+61 20 49.5,0.24,1.6,9.7,0.5,<,34.8,<,27.1,-,-,-,-,-,-,-0.1,-,0.47,-,Image,0.001113525188
J1324+4048,13h 24m 12.08s,40d 48m 11.8s,1.31E+24,0.28e+24,8.78E+25,1.95,0.17,1.92,0.17,12.9,6.163938165,79.5,36.98,TRUE,12,6.808125,6.341755,117.733585,4.18356244,4.433015001,0.8866030002,-,-,-,-,663,5BZB J1324+4048,201.0503333,40.80327778,13:24:12,+40:48:11.8,BL Lac,19.7,349,379,-,-,-,-,0.496,0.496,-,-,C,-,r,-,-,-,nel,FALSE,1.07E+20,0.0105,0.0104,3.00E-04,0.0324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ILTJ132412.12+404811.7,201.0504975,0.07940543982,40.80326598,0.07467106672,3.488808873,0.0934800322,4.433015001,0.1905994096,6.895812314,0.1878808289,6.636695382,0.1748792111,3.396066596,0.1878808289,2.833619209,0.1748792111,104.6314278,28.16368893,104.6314278,28.16368893,0.08902077388,S,P202+42,2,1,0.4591066817,201.0502828,40.80321542,0.014053002,366.05,369.89264,0.14181408,0.81,0,13.8,5.46,5.4,13.8,13240+40417E,1,0.33568168,19.027805,g,0,99,99,1994.655,2449592.605,0.4056227947,2449592.397,2449593.398,0.2656315356,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.80328,201.050375,40.8032222,0.000067,990274,C1320P40,321.19,706.89,132412+404811,13 24 12.09,+40 48 11.6,0.04,0.6,349.5,10.5,<,18.7,<,15.5,-,-,-,-,P*,94,-0.05,-,0.44,-,Image,0.00006709050152
J1340+4410,13h 40m 29.80s,44d 10m 04.0s,2.29E+26,0.5e+26,9.87E+25,-0.79,0.11,-0.57,0.11,44.4,6.486557181,288.1,38.92,FALSE,18,6.826668,6.586228,71.791716,66.67422917,66.67422917,13.33484583,0.4810222957,0.003233362444,-0.3178347933,0.002919264824,687,5BZB J1340+4410,205.1241667,44.16777778,13:40:30,+44:10:04.0,BL Lac,18.7,57,33,-,2.3,-,0.4,0.546,0.546,-,-,-,-,r,-,-,-,cl,TRUE,1.57E+20,0.0157,0.0155,3.00E-04,0.0487,TRUE,1FGLJ1340.6+4406,2FGLJ1340.5+4407,-,3FGL J1340.6+4412,RX J1340.4+4410,205.1642,44.2124,96.04692,70.25745,bll,BL Lac,0.0762,0.0615,9.41,44.0734,2.21E-09,1.70E-09,1.9342177,0.24917789,ILTJ134029.15+441008.6,205.1214569,0.006489416034,44.16905463,0.009441876653,53.39251324,0.0737225273,205.2836653,0.6588203144,17.28261123,0.0247171992,9.463569726,0.0108133565,16.2076694,0.0247171992,7.317195053,0.0108133565,119.5844398,0.1322399172,119.5844398,0.1322399172,0.0737225273,M,P40Hetdex19,4,1,8.374800446,205.1240809,44.16779393,0.014053002,32.94,34.16933,0.12998463,1.3,0.7,95.1,5.55,5.44,95.1,13420+44278M,3,0.2189486,18.285305,g,1,0.123572975,14.997,1997.1489,2450503.878,0.2334231683,2450503.031,2450503.944,0.2355535573,4FGL J1340.5+4409,205.1468,44.161,95.992165,70.307045,8.624149,1.43E-10,3.34E-11,2.01E-12,4.24E-13,PowerLaw,1.6638834,0.13378495,8069.253,1.6197726,0.16436638,0.045245524,0.08155433,0,bll,RX J1340.4+4410,0.9986628,0.95604557,nvss,205.1241629,44.16775434,3.89E-07,RFC J1340+4410,Gaia DR2: 1501668695809848576,0.546,HSP,1.22E+16,2.73E-12,6.371264,0,9.999999,0.09415781153,-,-,-,-,-,-,-,-,44.16778,205.12275,44.1685833,0.001297,1010392,C1340P44,490.86,553.47,134029+441006,13 40 29.46,+44 10 06.9,0.05,0.6,56.7,1.7,<,19.9,<,15.2,-,-,-,-,-,-,0.7,56.1,0.39,10.7,Image,0.001297212708
J1341+5514,13h 41m 36.23s,55d 14m 38.0s,6.51E+24,1.3e+24,3.16E+25,-0.26,0.10,-0.21,0.10,22.6,3.410330972,77,20.46,TRUE,9,6.815267,6.477069,82.667623,53.81398322,59.53367856,11.90673571,-,-,-,-,689,5BZB J1341+5514,205.4009583,55.24388889,13:41:36,+55:14:38.0,BL Lac,17.8,37,34,-,0.73,-,-,0.207,0.207,-,-,-,-,gr,-,-,-,nel,FALSE,9.06E+19,0.0042,0.0049,5.00E-04,0.0132,TRUE,-,-,-,3FGL J1341.5+5517,SBS 1339+554,205.3851,55.2934,108.452774,60.40405,bll,-,0.1262,0.1017,-27.7,47.057724,8.02E-09,2.43E-09,2.563019,0.16856126,ILTJ134136.21+551437.9,205.4008678,0.009324674963,55.24386543,0.009938377287,43.89364476,0.1246014872,59.53367856,0.8066607964,7.353790153,0.02351379336,7.06125074,0.02183934299,4.251837298,0.02351379336,3.72285251,0.02183934299,75.12388638,3.212259118,75.12388638,3.212259118,0.1246014872,M,P205+55,4,1,0.2089268294,205.4008948,55.24386774,0.014053002,32.33,33.075768,0.13475427,0.99,0.61,10.3,5.49,5.43,10.3,13420+55098G,1,0.12974788,17.39031,g,1,0.17414477,14.526,1997.2499,2450540.709,13.3659563,2450536.823,2450586.708,0.1560034431,4FGL J1341.6+5515,205.4087,55.254,108.39648,60.43506,5.015297,1.05E-10,2.66E-11,1.16E-12,2.98E-13,PowerLaw,2.0816674,0.18894823,3044.7603,1.9957823,0.27535442,0.13723502,0.17093854,0,bll,SBS 1339+554,0.99092543,0.82618934,rass,205.4008026,55.24359894,0.009,-,-,0.207,ISP,2.45E+14,1.27E-12,6.5548487,0,10,1.096479852,-,-,-,-,-,-,-,-,55.24389,205.4003333,55.2443056,0.000548,1011757,C1336P56,320.43,333.57,134136+551439,13 41 36.08,+55 14 39.5,0.07,0.7,37.1,1.5,-,23.1,<,20.5,-32.2,2.6,-,7.2,P*,22,1.31,41.9,0.48,6.4,Image,0.0005480558569
J1401+5209,14h 01m 21.13s,52d 09m 28.9s,3.29E+25,0.7e+25,8.48E+25,-0.46,0.10,-0.44,0.10,21.5,6.067032247,130.7,36.40,TRUE,10,7.080533,6.935988,48.308713,44.99865395,45.00660117,9.001320235,-,-,-,-,703,5BZB J1401+5209,210.3380417,52.15802778,14:01:21,+52:09:28.9,BL Lac,19.3,16,0,-,0.46,-,-,0.482,0.482,-,-,-,-,r,-,-,-,-,FALSE,1.35E+20,0.0099,0.0099,3.00E-04,0.0306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ILTJ140121.11+520928.9,210.3379542,0.008833262718,52.15804832,0.00879149518,32.99082244,0.09765431533,45.00660117,0.2092158301,7.080610074,0.02114271581,6.93621232,0.0203530209,3.759659167,0.02114271581,3.47991421,0.0203530209,48.30762447,5.611428869,48.30762447,5.611428869,0.09200847853,S,P210+52,4,1,0.2006177188,210.338056,52.15804292,0.014053002,15.11,15.750598,0.14273317,1.39,0.74,0,5.58,5.45,0,14030+52196F,1,0.0948607,18.75359,g,0,99,99,1997.337,2450572.499,0.9648080976,2450571.755,2450573.753,0.05845757761,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.15803,210.3387083,52.1578611,0.000443,1035902,C1400P52,462.13,551,140121+520928,14 01 21.29,+52 09 28.3,0.1,1,16.5,0.6,<,24.8,<,20.1,-,-,-,-,-,-,0.55,72.3,0.41,14.4,Image,0.00044342044
